"artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.274,0.572,4,-11.84,0,0.0952,0.192,0.00069,0.28,0.354,115.397,"55b26RSkrcmb0M2sAutZqL","https://api.spotify.com/v1/audio-analysis/55b26RSkrcmb0M2sAutZqL",3,1,748826,FALSE,"https://api.spotify.com/v1/tracks/55b26RSkrcmb0M2sAutZqL",FALSE,"Maggot Brain - Live","https://p.scdn.co/mp3-preview/d8d3c9d7634a4b658a1945ed07a9f6336881aff5?cid=e188d9db0a404bde8520197a511c47e2",8,"track","spotify:track:55b26RSkrcmb0M2sAutZqL","https://open.spotify.com/track/55b26RSkrcmb0M2sAutZqL","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","E","minor","E minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.555,0.424,9,-13.563,1,0.308,0.714,0,0.537,0.632,79.255,"0bumJMsNbEzhc7hXgGhWut","https://api.spotify.com/v1/audio-analysis/0bumJMsNbEzhc7hXgGhWut",1,1,39386,FALSE,"https://api.spotify.com/v1/tracks/0bumJMsNbEzhc7hXgGhWut",FALSE,"LetS Take It To The Stage - Live","https://p.scdn.co/mp3-preview/5904774a6b847c2873d3325589b6dcb9f4dc49cb?cid=e188d9db0a404bde8520197a511c47e2",9,"track","spotify:track:0bumJMsNbEzhc7hXgGhWut","https://open.spotify.com/track/0bumJMsNbEzhc7hXgGhWut","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","A","major","A major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.37,0.875,2,-9.407,1,0.208,0.163,0,0.736,0.505,108.646,"4EwkEMEAWEEgI6VEBVkzkF","https://api.spotify.com/v1/audio-analysis/4EwkEMEAWEEgI6VEBVkzkF",4,1,1544186,FALSE,"https://api.spotify.com/v1/tracks/4EwkEMEAWEEgI6VEBVkzkF",FALSE,"One Nation Under A Groove - Live","https://p.scdn.co/mp3-preview/c27d74e4e60bb7bbf91d04cd09c609ea59961809?cid=e188d9db0a404bde8520197a511c47e2",10,"track","spotify:track:4EwkEMEAWEEgI6VEBVkzkF","https://open.spotify.com/track/4EwkEMEAWEEgI6VEBVkzkF","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","D","major","D major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.477,0.858,6,-10.025,0,0.115,0.0847,0,0.834,0.546,106.746,"2ibZjHUpBhgJaT1vaPgV7M","https://api.spotify.com/v1/audio-analysis/2ibZjHUpBhgJaT1vaPgV7M",4,1,1205306,FALSE,"https://api.spotify.com/v1/tracks/2ibZjHUpBhgJaT1vaPgV7M",FALSE,"Mothership Connection (Star Child) / Swing Down, Sweet Chariot - Live","https://p.scdn.co/mp3-preview/b7510956c698c02601e708bad896e9afe1605449?cid=e188d9db0a404bde8520197a511c47e2",11,"track","spotify:track:2ibZjHUpBhgJaT1vaPgV7M","https://open.spotify.com/track/2ibZjHUpBhgJaT1vaPgV7M","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","F#","minor","F# minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.5,0.829,10,-9.388,1,0.102,0.108,0.000201,0.348,0.752,106.548,"4i1q4okj6Doofa0w5pGmYK","https://api.spotify.com/v1/audio-analysis/4i1q4okj6Doofa0w5pGmYK",4,1,1685306,FALSE,"https://api.spotify.com/v1/tracks/4i1q4okj6Doofa0w5pGmYK",FALSE,"Flashlight - Live","https://p.scdn.co/mp3-preview/a19d48aea65228f5e6caa2c0049440f0270418a2?cid=e188d9db0a404bde8520197a511c47e2",12,"track","spotify:track:4i1q4okj6Doofa0w5pGmYK","https://open.spotify.com/track/4i1q4okj6Doofa0w5pGmYK","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","A#","major","A# major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.453,0.913,10,-10.313,0,0.0862,0.019,2.28e-05,0.365,0.511,122.856,"4QCOEc7Mtff6OgEqM3tjpK","https://api.spotify.com/v1/audio-analysis/4QCOEc7Mtff6OgEqM3tjpK",4,1,1021466,FALSE,"https://api.spotify.com/v1/tracks/4QCOEc7Mtff6OgEqM3tjpK",FALSE,"Standing On The Verge Of Getting It On / Drum Solo / Standing On The Verge Of Getting It On (Reprise) - Live","https://p.scdn.co/mp3-preview/d544462855cf133077ed00ac4ae45a423a339b61?cid=e188d9db0a404bde8520197a511c47e2",13,"track","spotify:track:4QCOEc7Mtff6OgEqM3tjpK","https://open.spotify.com/track/4QCOEc7Mtff6OgEqM3tjpK","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","A#","minor","A# minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","0WwkaD1p7abFassReRGyLl","album","1978",1978,"year",0.513,0.868,11,-9.995,0,0.152,0.136,0,0.747,0.463,109.845,"2Kf8XAgtLTrvhRibQu6Kee","https://api.spotify.com/v1/audio-analysis/2Kf8XAgtLTrvhRibQu6Kee",4,1,487706,FALSE,"https://api.spotify.com/v1/tracks/2Kf8XAgtLTrvhRibQu6Kee",FALSE,"One Nation Under A Groove (Reprise) - Live","https://p.scdn.co/mp3-preview/ee38ebde0be932e2410d7fa964c684a228113b74?cid=e188d9db0a404bde8520197a511c47e2",14,"track","spotify:track:2Kf8XAgtLTrvhRibQu6Kee","https://open.spotify.com/track/2Kf8XAgtLTrvhRibQu6Kee","Live: Capitol Theatre, Passaic, Nj 6 Nov '78","B","minor","B minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.652,0.565,6,-8.634,1,0.0858,0.129,5.92e-06,0.342,0.732,94.16,"2S2ocolhMpazFmH1bxNyHD","https://api.spotify.com/v1/audio-analysis/2S2ocolhMpazFmH1bxNyHD",4,1,440804,FALSE,"https://api.spotify.com/v1/tracks/2S2ocolhMpazFmH1bxNyHD",FALSE,"Mothership Connection (Star Child) - Live","https://p.scdn.co/mp3-preview/9d259316a1a0a7ae1024658fca819c4aba0633c4?cid=e188d9db0a404bde8520197a511c47e2",1,"track","spotify:track:2S2ocolhMpazFmH1bxNyHD","https://open.spotify.com/track/2S2ocolhMpazFmH1bxNyHD","Live: Madison Square Garden, 1977","F#","major","F# major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.645,0.553,7,-10.725,1,0.179,0.049,0.00359,0.153,0.566,84.543,"6fyFcKVCkZNPEaf04MQSHS","https://api.spotify.com/v1/audio-analysis/6fyFcKVCkZNPEaf04MQSHS",4,1,591243,FALSE,"https://api.spotify.com/v1/tracks/6fyFcKVCkZNPEaf04MQSHS",FALSE,"Dr. Funkenstein - Live","https://p.scdn.co/mp3-preview/19f42aa1a1395420db75e1c81adde464288e7b46?cid=e188d9db0a404bde8520197a511c47e2",2,"track","spotify:track:6fyFcKVCkZNPEaf04MQSHS","https://open.spotify.com/track/6fyFcKVCkZNPEaf04MQSHS","Live: Madison Square Garden, 1977","G","major","G major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.627,0.858,11,-8.345,0,0.0507,0.00768,0.000162,0.181,0.875,101.792,"3H0Kyyvnoz6ycVqR7Gfj3s","https://api.spotify.com/v1/audio-analysis/3H0Kyyvnoz6ycVqR7Gfj3s",4,1,285140,FALSE,"https://api.spotify.com/v1/tracks/3H0Kyyvnoz6ycVqR7Gfj3s",FALSE,"Do That Stuff - Live","https://p.scdn.co/mp3-preview/a4e7bff6a9b240e18e57393fbdc7057da4e76a20?cid=e188d9db0a404bde8520197a511c47e2",3,"track","spotify:track:3H0Kyyvnoz6ycVqR7Gfj3s","https://open.spotify.com/track/3H0Kyyvnoz6ycVqR7Gfj3s","Live: Madison Square Garden, 1977","B","minor","B minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.608,0.648,6,-9.826,1,0.0453,0.00937,0.000962,0.374,0.55,107.958,"5g7CyOdkVkxBppqK387UsH","https://api.spotify.com/v1/audio-analysis/5g7CyOdkVkxBppqK387UsH",4,1,453369,FALSE,"https://api.spotify.com/v1/tracks/5g7CyOdkVkxBppqK387UsH",FALSE,"Standing on the Verge of Getting it On / Undisco Kidd - Live","https://p.scdn.co/mp3-preview/6f679582862fe6119e5d9b9dcb519d26f23218ac?cid=e188d9db0a404bde8520197a511c47e2",4,"track","spotify:track:5g7CyOdkVkxBppqK387UsH","https://open.spotify.com/track/5g7CyOdkVkxBppqK387UsH","Live: Madison Square Garden, 1977","F#","major","F# major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.589,0.813,1,-7.144,1,0.0652,0.0151,0.000174,0.576,0.853,120.896,"5KNYscci12tNWMWUdwnoOo","https://api.spotify.com/v1/audio-analysis/5KNYscci12tNWMWUdwnoOo",4,1,400497,FALSE,"https://api.spotify.com/v1/tracks/5KNYscci12tNWMWUdwnoOo",FALSE,"Getten' to Know You - Live","https://p.scdn.co/mp3-preview/0137cba87afedf5223492631a85c6f0a57ab8f0d?cid=e188d9db0a404bde8520197a511c47e2",5,"track","spotify:track:5KNYscci12tNWMWUdwnoOo","https://open.spotify.com/track/5KNYscci12tNWMWUdwnoOo","Live: Madison Square Garden, 1977","C#","major","C# major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.733,0.589,2,-8.833,1,0.095,0.0745,0.064,0.101,0.732,125.818,"5okrSMFw0rRyaW35tunBrs","https://api.spotify.com/v1/audio-analysis/5okrSMFw0rRyaW35tunBrs",4,1,191465,FALSE,"https://api.spotify.com/v1/tracks/5okrSMFw0rRyaW35tunBrs",FALSE,"Coming 'Round the Mountain - Live","https://p.scdn.co/mp3-preview/b533df5d1c015bf74202ce1f020d1b66ff851d18?cid=e188d9db0a404bde8520197a511c47e2",6,"track","spotify:track:5okrSMFw0rRyaW35tunBrs","https://open.spotify.com/track/5okrSMFw0rRyaW35tunBrs","Live: Madison Square Garden, 1977","D","major","D major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","7nw4EYN0mVRRDjQC9KYNu5","album","1977",1977,"year",0.197,0.738,4,-7.852,0,0.0514,0.00213,0.301,0.303,0.228,115.571,"33tCc6etGfmtbeOWZ6b78d","https://api.spotify.com/v1/audio-analysis/33tCc6etGfmtbeOWZ6b78d",4,1,820650,FALSE,"https://api.spotify.com/v1/tracks/33tCc6etGfmtbeOWZ6b78d",FALSE,"Maggot Brain / Good to Your Earhole - Live","https://p.scdn.co/mp3-preview/5302545678164a05cff25d5fe20a4f23fd5057cb?cid=e188d9db0a404bde8520197a511c47e2",7,"track","spotify:track:33tCc6etGfmtbeOWZ6b78d","https://open.spotify.com/track/33tCc6etGfmtbeOWZ6b78d","Live: Madison Square Garden, 1977","E","minor","E minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.462,0.937,6,-7.865,0,0.328,0.159,0,0.143,0.451,108.577,"0ii51ToxSCf0qe18GOY42R","https://api.spotify.com/v1/audio-analysis/0ii51ToxSCf0qe18GOY42R",4,1,687792,FALSE,"https://api.spotify.com/v1/tracks/0ii51ToxSCf0qe18GOY42R",FALSE,"Funkentelechy - Live: Detroit 1977","https://p.scdn.co/mp3-preview/41bcd5a842229554c71923f6db633e097e651428?cid=e188d9db0a404bde8520197a511c47e2",1,"track","spotify:track:0ii51ToxSCf0qe18GOY42R","https://open.spotify.com/track/0ii51ToxSCf0qe18GOY42R","Live: Detroit 1977","F#","minor","F# minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.443,0.947,2,-7.118,1,0.227,0.0762,0.424,0.524,0.693,114.551,"0lyyVKEZTqTs8xun2qlWtw","https://api.spotify.com/v1/audio-analysis/0lyyVKEZTqTs8xun2qlWtw",4,1,285375,FALSE,"https://api.spotify.com/v1/tracks/0lyyVKEZTqTs8xun2qlWtw",FALSE,"Jam - Live: Detroit 1977","https://p.scdn.co/mp3-preview/9348d7efcda112db938fe662bf6019428e3103db?cid=e188d9db0a404bde8520197a511c47e2",2,"track","spotify:track:0lyyVKEZTqTs8xun2qlWtw","https://open.spotify.com/track/0lyyVKEZTqTs8xun2qlWtw","Live: Detroit 1977","D","major","D major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.349,0.911,6,-7.493,0,0.22,0.0509,0.0786,0.881,0.748,114.227,"77jP2vrKQ5WXEQtgmHNr1e","https://api.spotify.com/v1/audio-analysis/77jP2vrKQ5WXEQtgmHNr1e",4,1,446054,FALSE,"https://api.spotify.com/v1/tracks/77jP2vrKQ5WXEQtgmHNr1e",FALSE,"Cosmic Slop / Jam - Live: Detroit 1977","https://p.scdn.co/mp3-preview/dec8f636b94babeeb1cd0cc5c54eba8589d70bdd?cid=e188d9db0a404bde8520197a511c47e2",3,"track","spotify:track:77jP2vrKQ5WXEQtgmHNr1e","https://open.spotify.com/track/77jP2vrKQ5WXEQtgmHNr1e","Live: Detroit 1977","F#","minor","F# minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.263,0.726,4,-7.516,0,0.065,0.00441,0.548,0.567,0.38,132.577,"2A3OLWpaPfSAVNpYNBnVAJ","https://api.spotify.com/v1/audio-analysis/2A3OLWpaPfSAVNpYNBnVAJ",3,1,589728,FALSE,"https://api.spotify.com/v1/tracks/2A3OLWpaPfSAVNpYNBnVAJ",FALSE,"Maggot Brain / Jam - Live: Detroit 1977","https://p.scdn.co/mp3-preview/5a92a549caf2353214cb39b09959dfe07e464ef1?cid=e188d9db0a404bde8520197a511c47e2",4,"track","spotify:track:2A3OLWpaPfSAVNpYNBnVAJ","https://open.spotify.com/track/2A3OLWpaPfSAVNpYNBnVAJ","Live: Detroit 1977","E","minor","E minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.473,0.918,9,-7.182,1,0.229,0.282,7.04e-05,0.344,0.608,98.62,"1lA3Knc0IuQVfbYpSjLI1u","https://api.spotify.com/v1/audio-analysis/1lA3Knc0IuQVfbYpSjLI1u",4,1,415021,FALSE,"https://api.spotify.com/v1/tracks/1lA3Knc0IuQVfbYpSjLI1u",FALSE,"Mothership Connection (Star Child) / Jam - Live: Detroit 1977","https://p.scdn.co/mp3-preview/1d63454e16f0f4e5b3605b95d07ccfc3550c3112?cid=e188d9db0a404bde8520197a511c47e2",5,"track","spotify:track:1lA3Knc0IuQVfbYpSjLI1u","https://open.spotify.com/track/1lA3Knc0IuQVfbYpSjLI1u","Live: Detroit 1977","A","major","A major"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.427,0.897,6,-7.928,0,0.26,0.271,0,0.477,0.552,94.986,"2eX3nf4nLnnHLZb7tcEx2u","https://api.spotify.com/v1/audio-analysis/2eX3nf4nLnnHLZb7tcEx2u",4,1,448954,FALSE,"https://api.spotify.com/v1/tracks/2eX3nf4nLnnHLZb7tcEx2u",FALSE,"Swing Down Sweet Chariot - Live: Detroit 1977","https://p.scdn.co/mp3-preview/b784738ad8db78352823775de67601dbef63d33a?cid=e188d9db0a404bde8520197a511c47e2",6,"track","spotify:track:2eX3nf4nLnnHLZb7tcEx2u","https://open.spotify.com/track/2eX3nf4nLnnHLZb7tcEx2u","Live: Detroit 1977","F#","minor","F# minor"
"Parliament Funkadelic","6XswoC68grx55in1WQnJ7E","3qFB7MgFpNW7BmmjCunHoG","album","1977",1977,"year",0.286,0.894,10,-7.509,1,0.173,0.246,0.00147,0.532,0.372,109.645,"1PBfZDSC8mQ2C9H4m7cnE5","https://api.spotify.com/v1/audio-analysis/1PBfZDSC8mQ2C9H4m7cnE5",4,1,653153,FALSE,"https://api.spotify.com/v1/tracks/1PBfZDSC8mQ2C9H4m7cnE5",FALSE,"Flashlight / Jam - Live: Detroit 1977","https://p.scdn.co/mp3-preview/e29bb1a862dfc59b74ad5df0c34dbf14518b0a82?cid=e188d9db0a404bde8520197a511c47e2",7,"track","spotify:track:1PBfZDSC8mQ2C9H4m7cnE5","https://open.spotify.com/track/1PBfZDSC8mQ2C9H4m7cnE5","Live: Detroit 1977","A#","major","A# major"
